,root,name,created,type,purpose,origin,mac,host,user,home,status,commit,,last_checkpoint,step
10,arc/cycle_gan/identity,g_out_act:tanh,"07:12PM October 31, 2019",,,/data/engs-a2i/kebl4674/experiments/cycle_gan/identity,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,finished,62c88b48a9ad9b196baf49c67797bfc4801f5674,"04:42PM 01/11/19, epoch 199, step 266800","step 265000, epoch 198",
11,arc/cycle_gan/network-implementations-2,impl:there_and_back__g_type:resnet_9blocks,"06:26PM October 30, 2019",,,/data/engs-a2i/kebl4674/experiments/cycle_gan/network-implementations-2,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,running,f9f4c93f5110ee790838fd6c04e6318d58286cc4,"06:25PM 31/10/19, epoch 109, step 146600","step 145000, epoch 108",
12,arc/cycle_gan/network-implementations-2,impl:there_and_back__g_type:unet_256,"06:26PM October 30, 2019",,,/data/engs-a2i/kebl4674/experiments/cycle_gan/network-implementations-2,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,finished,e2a293eb285c55ceb33a9190756e587c756c2e92,"02:22PM 31/10/19, epoch 199, step 266800","step 265000, epoch 198",
13,arc/cycle_gan/network-implementations-2,impl:cycle_gan__g_type:resnet_9blocks,"11:21PM October 30, 2019",,,/data/engs-a2i/kebl4674/experiments/cycle_gan/network-implementations-2,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,finished,e2a293eb285c55ceb33a9190756e587c756c2e92,"03:58PM 31/10/19, epoch 199, step 266800","step 265000, epoch 198",
14,arc/cycle_gan/network-implementations-2,impl:cycle_gan__g_type:unet_256,"06:26PM October 30, 2019",,,/data/engs-a2i/kebl4674/experiments/cycle_gan/network-implementations-2,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,finished,0c29f6e3e4edba90d8c60ab2e5c5f417f2dd1436,"01:58AM 31/10/19, epoch 199, step 266800","step 265000, epoch 198",
15,arc/cycle_gan/there_and_back/initial,g_type:resnet_9blocks,"07:16PM October 31, 2019",,,/data/engs-a2i/kebl4674/experiments/cycle_gan/there_and_back/initial,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,running,1e8ec5fef58f84b2af527f4de1c0590827c0310a,"07:16PM 01/11/19, epoch 3, step 155300","step 155000, epoch 3",
16,arc/cycle_gan/there_and_back/initial,g_type:resUnet_9blocks,"07:16PM October 31, 2019",,,/data/engs-a2i/kebl4674/experiments/cycle_gan/there_and_back/initial,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,running,1e8ec5fef58f84b2af527f4de1c0590827c0310a,"07:16PM 01/11/19, epoch 0, step 42400",step 40000,
17,arc/cycle_gan/there_and_back/initial_rad2real,mode:rad2real,"11:26AM November 01, 2019",,,/data/engs-a2i/kebl4674/experiments/cycle_gan/there_and_back/initial_rad2real,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,running,1e8ec5fef58f84b2af527f4de1c0590827c0310a,"08:52PM 01/11/19, epoch 0, step 73700",step 70000,
18,arc/cycle_gan/there_and_back/initial_w_cycle_0.1,g_type:resnet_9blocks,"07:22PM October 31, 2019",,,/data/engs-a2i/kebl4674/experiments/cycle_gan/there_and_back/initial_w_cycle_0.1,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,registered,62c88b48a9ad9b196baf49c67797bfc4801f5674,,,
19,arc/cycle_gan/there_and_back/initial_w_cycle_1.0,g_type:resnet_9blocks,"07:19PM October 31, 2019",,,/data/engs-a2i/kebl4674/experiments/cycle_gan/there_and_back/initial_w_cycle_1.0,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,running,1e8ec5fef58f84b2af527f4de1c0590827c0310a,"07:18PM 01/11/19, epoch 1, step 68400","step 65000, epoch 1",
20,arc/masking_by_moving/initial_test,res=0.2__nxy=501,"10:56PM January 24, 2020",MaskingByMoving,Validate experiment is set up correct,/data/engs-a2i/kebl4674/experiments/masking_by_moving/initial_test,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,error,c92aee1073e63867c3b8adfff9ef906d16a98b19,,,166000/4169600
21,arc/masking_by_moving/initial_test,res=0.2__nxy=501__early_stop=False,"11:02PM January 24, 2020",MaskingByMoving,Validate experiment is set up correct,/data/engs-a2i/kebl4674/experiments/masking_by_moving/initial_test,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,running,c92aee1073e63867c3b8adfff9ef906d16a98b19,,,168000/4169600
22,arc/masking_by_moving/initial_test,early_stop=False,"11:27PM January 24, 2020",MaskingByMoving,Validate experiment is set up correct,/data/engs-a2i/kebl4674/experiments/masking_by_moving/initial_test,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,running,c92aee1073e63867c3b8adfff9ef906d16a98b19,,,405000/4169600
23,arc/masking_by_moving/initial_test,early_stop=True,"01:49AM January 25, 2020",MaskingByMoving,Validate experiment is set up correct,/data/engs-a2i/kebl4674/experiments/masking_by_moving/initial_test,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,error,c92aee1073e63867c3b8adfff9ef906d16a98b19,,,166000/4169600
24,arc/there_and_back/6-11-2019/detach_fakes,cycle_gradients=True,"12:30PM November 07, 2019",ThereAndBackCycleGan,Run x_fake.detach() before generating x_cycle,/data/engs-a2i/kebl4674/experiments/there_and_back/6-11-2019/detach_fakes,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,running,f79ece2ea30f1dad2d91947890b37908aba78696,"12:32PM 07/11/19, epoch 0, step 100",,
25,arc/there_and_back/6-11-2019/detach_fakes,cycle_gradients=False,"05:52PM November 06, 2019",ThereAndBackCycleGan,Run x_fake.detach() before generating x_cycle,/data/engs-a2i/kebl4674/experiments/there_and_back/6-11-2019/detach_fakes,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,running,f79ece2ea30f1dad2d91947890b37908aba78696,"12:31PM 07/11/19, epoch 2, step 122500","step 120000, epoch 2",
26,arc/there_and_back/6-11-2019/detach_fakes,cycle_gradients=True_1,"05:52PM November 06, 2019",ThereAndBackCycleGan,Run x_fake.detach() before generating x_cycle,/data/engs-a2i/kebl4674/experiments/there_and_back/6-11-2019/detach_fakes,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,running,f79ece2ea30f1dad2d91947890b37908aba78696,"12:31PM 07/11/19, epoch 2, step 123000","step 120000, epoch 2",
27,arc/there_and_back/6-11-2019/detach_fakes,cycle_gradients=True_2,"05:52PM November 06, 2019",ThereAndBackCycleGan,Run x_fake.detach() before generating x_cycle,/data/engs-a2i/kebl4674/experiments/there_and_back/6-11-2019/detach_fakes,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,running,f79ece2ea30f1dad2d91947890b37908aba78696,"12:30PM 07/11/19, epoch 2, step 121600","step 120000, epoch 2",
28,arc/there_and_back/6-11-2019/detach_fakes,cycle_gradients=False_2,"05:52PM November 06, 2019",ThereAndBackCycleGan,Run x_fake.detach() before generating x_cycle,/data/engs-a2i/kebl4674/experiments/there_and_back/6-11-2019/detach_fakes,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,running,f79ece2ea30f1dad2d91947890b37908aba78696,"12:31PM 07/11/19, epoch 2, step 121800","step 120000, epoch 2",
29,arc/there_and_back/6-11-2019/detach_fakes,cycle_gradients=True_3,"12:30PM November 07, 2019",ThereAndBackCycleGan,Run x_fake.detach() before generating x_cycle,/data/engs-a2i/kebl4674/experiments/there_and_back/6-11-2019/detach_fakes,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,running,f79ece2ea30f1dad2d91947890b37908aba78696,"12:32PM 07/11/19, epoch 0, step 100",,
30,arc/there_and_back/6-11-2019/detach_fakes,cycle_gradients=False_3,"12:30PM November 07, 2019",ThereAndBackCycleGan,Run x_fake.detach() before generating x_cycle,/data/engs-a2i/kebl4674/experiments/there_and_back/6-11-2019/detach_fakes,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,running,f79ece2ea30f1dad2d91947890b37908aba78696,"12:32PM 07/11/19, epoch 0, step 100",,
31,arc/there_and_back/6-11-2019/rad2real_resunet,g_type=resUnet_9blocks__w_cycle_a=1.0__w_cycle_b=1.0,"12:30PM November 07, 2019",ThereAndBackCycleGan,To experiment with the resunet implementation,/data/engs-a2i/kebl4674/experiments/there_and_back/6-11-2019/rad2real_resunet,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,running,c9b66bff5a55f02e3b1ab2f75c5cff78d81896aa,"10:08AM 08/11/19, epoch 2, step 114800","step 110000, epoch 2",
32,arc/there_and_back/6-11-2019/rad2real_resunet,g_type=resUnet_9blocks__w_cycle_a=None__w_cycle_b=None,"12:32PM November 07, 2019",ThereAndBackCycleGan,To experiment with the resunet implementation,/data/engs-a2i/kebl4674/experiments/there_and_back/6-11-2019/rad2real_resunet,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,running,c9b66bff5a55f02e3b1ab2f75c5cff78d81896aa,"10:09AM 08/11/19, epoch 4, step 210200","step 210000, epoch 4",
33,arc/there_and_back/6-11-2019/rad2real_resunet,g_type=resnet_9blocks__w_cycle_a=None__w_cycle_b=None,"12:30PM November 07, 2019",ThereAndBackCycleGan,To experiment with the resunet implementation,/data/engs-a2i/kebl4674/experiments/there_and_back/6-11-2019/rad2real_resunet,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,finished,c9b66bff5a55f02e3b1ab2f75c5cff78d81896aa,"09:30AM 08/11/19, epoch 4, step 247500","step 245000, epoch 4",
34,arc/there_and_back/6-11-2019/rad2real_resunet,g_type=resUnet_9blocks__w_cycle_a=10.0__w_cycle_b=10.0,"12:30PM November 07, 2019",ThereAndBackCycleGan,To experiment with the resunet implementation,/data/engs-a2i/kebl4674/experiments/there_and_back/6-11-2019/rad2real_resunet,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,running,c9b66bff5a55f02e3b1ab2f75c5cff78d81896aa,"10:08AM 08/11/19, epoch 2, step 115000","step 115000, epoch 2",
35,arc/there_and_back/6-11-2019/warm_start,warm_start=True__w_align_b=1.0,"05:47PM November 06, 2019",ThereAndBackCycleGan,Train rad2sim model first pre-training on rad2real,/data/engs-a2i/kebl4674/experiments/there_and_back/6-11-2019/warm_start,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,running,f79ece2ea30f1dad2d91947890b37908aba78696,"12:27PM 07/11/19, epoch 2, step 122900","step 120000, epoch 2",
36,arc/there_and_back/6-11-2019/warm_start,warm_start=True__w_align_b=10.0,"05:47PM November 06, 2019",ThereAndBackCycleGan,Train rad2sim model first pre-training on rad2real,/data/engs-a2i/kebl4674/experiments/there_and_back/6-11-2019/warm_start,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,running,f79ece2ea30f1dad2d91947890b37908aba78696,"12:28PM 07/11/19, epoch 2, step 123000","step 120000, epoch 2",
37,arc/there_and_back/6-11-2019/warm_start,warm_start=True__w_align_b=100.0,"05:47PM November 06, 2019",ThereAndBackCycleGan,Train rad2sim model first pre-training on rad2real,/data/engs-a2i/kebl4674/experiments/there_and_back/6-11-2019/warm_start,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,running,f79ece2ea30f1dad2d91947890b37908aba78696,"12:28PM 07/11/19, epoch 2, step 120600","step 120000, epoch 2",
38,arc/there_and_back/6-11-2019/warm_start,warm_start=False__w_align_b=1.0,"05:47PM November 06, 2019",ThereAndBackCycleGan,Train rad2sim model first pre-training on rad2real,/data/engs-a2i/kebl4674/experiments/there_and_back/6-11-2019/warm_start,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,running,f79ece2ea30f1dad2d91947890b37908aba78696,"12:27PM 07/11/19, epoch 2, step 121100","step 120000, epoch 2",
39,arc/there_and_back/6-11-2019/warm_start,warm_start=False__w_align_b=10.0,"05:47PM November 06, 2019",ThereAndBackCycleGan,Train rad2sim model first pre-training on rad2real,/data/engs-a2i/kebl4674/experiments/there_and_back/6-11-2019/warm_start,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,running,f79ece2ea30f1dad2d91947890b37908aba78696,"12:27PM 07/11/19, epoch 2, step 121300","step 120000, epoch 2",
40,arc/there_and_back/6-11-2019/warm_start,warm_start=False__w_align_b=100.0,"05:47PM November 06, 2019",ThereAndBackCycleGan,Train rad2sim model first pre-training on rad2real,/data/engs-a2i/kebl4674/experiments/there_and_back/6-11-2019/warm_start,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,running,f79ece2ea30f1dad2d91947890b37908aba78696,"12:27PM 07/11/19, epoch 2, step 123200","step 120000, epoch 2",
41,arc/there_and_back/6-11-2019/warm_start,warm_start=True__w_cycle_a=1.0__w_cycle_b=1.0,"12:33PM November 07, 2019",ThereAndBackCycleGan,Train rad2sim model first pre-training on rad2real,/data/engs-a2i/kebl4674/experiments/there_and_back/6-11-2019/warm_start,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,running,c9b66bff5a55f02e3b1ab2f75c5cff78d81896aa,"11:10AM 08/11/19, epoch 2, step 146400","step 145000, epoch 2",
42,arc/there_and_back/6-11-2019/warm_start,warm_start=True__w_cycle_a=0.1__w_cycle_b=0.1,"12:33PM November 07, 2019",ThereAndBackCycleGan,Train rad2sim model first pre-training on rad2real,/data/engs-a2i/kebl4674/experiments/there_and_back/6-11-2019/warm_start,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,running,c9b66bff5a55f02e3b1ab2f75c5cff78d81896aa,"11:11AM 08/11/19, epoch 2, step 143900","step 140000, epoch 2",
43,arc/there_and_back/6-11-2019/warm_start,warm_start=True__w_cycle_a=0.01__w_cycle_b=0.01,"12:33PM November 07, 2019",ThereAndBackCycleGan,Train rad2sim model first pre-training on rad2real,/data/engs-a2i/kebl4674/experiments/there_and_back/6-11-2019/warm_start,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,running,c9b66bff5a55f02e3b1ab2f75c5cff78d81896aa,"11:10AM 08/11/19, epoch 2, step 146500","step 145000, epoch 2",
44,arc/there_and_back/6-11-2019/warm_start,warm_start=True__w_cycle_a=None__w_cycle_b=None,"12:34PM November 07, 2019",ThereAndBackCycleGan,Train rad2sim model first pre-training on rad2real,/data/engs-a2i/kebl4674/experiments/there_and_back/6-11-2019/warm_start,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,finished,c9b66bff5a55f02e3b1ab2f75c5cff78d81896aa,"09:42AM 08/11/19, epoch 4, step 247500","step 245000, epoch 4",
45,arc/there_and_back/7-11-2019/azi_patch_gan,d_type=patch,"10:52AM November 08, 2019",ThereAndBackCycleGan,Azimuth patch discriminator,/data/engs-a2i/kebl4674/experiments/there_and_back/7-11-2019/azi_patch_gan,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,finished,5d10ef487e86df4f85c8e6f3fee81d138d5eb1e7,"09:30AM 09/11/19, epoch 2, step 148500","step 145000, epoch 2",
46,arc/there_and_back/7-11-2019/azi_patch_gan,d_type=azi_patch,"11:12AM November 08, 2019",ThereAndBackCycleGan,Azimuth patch discriminator,/data/engs-a2i/kebl4674/experiments/there_and_back/7-11-2019/azi_patch_gan,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,running,5d10ef487e86df4f85c8e6f3fee81d138d5eb1e7,"11:11AM 09/11/19, epoch 2, step 142300","step 140000, epoch 2",
47,arc/there_and_back/7-11-2019/with_fake_noise,cycle_noise_sd=0.001,"10:09AM November 08, 2019",ThereAndBackCycleGan,Random noise added to fakes before they are cycled,/data/engs-a2i/kebl4674/experiments/there_and_back/7-11-2019/with_fake_noise,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,finished,5d10ef487e86df4f85c8e6f3fee81d138d5eb1e7,"08:29AM 09/11/19, epoch 2, step 148500","step 145000, epoch 2",
48,arc/there_and_back/7-11-2019/with_fake_noise,cycle_noise_sd=0.1,"06:56PM November 07, 2019",ThereAndBackCycleGan,Random noise added to fakes before they are cycled,/data/engs-a2i/kebl4674/experiments/there_and_back/7-11-2019/with_fake_noise,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,finished,945058737856afbc2eee97bfa2df7d841e56f8df,"05:28PM 08/11/19, epoch 2, step 148500","step 145000, epoch 2",
49,arc/there_and_back/7-11-2019/with_fake_noise,cycle_noise_sd=0.01,"06:56PM November 07, 2019",ThereAndBackCycleGan,Random noise added to fakes before they are cycled,/data/engs-a2i/kebl4674/experiments/there_and_back/7-11-2019/with_fake_noise,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,error,c9b66bff5a55f02e3b1ab2f75c5cff78d81896aa,"10:50AM 08/11/19, epoch 2, step 104900","step 105000, epoch 2",
50,arc/there_and_back/7-11-2019/with_fake_noise,cycle_noise_sd=0.05,"06:56PM November 07, 2019",ThereAndBackCycleGan,Random noise added to fakes before they are cycled,/data/engs-a2i/kebl4674/experiments/there_and_back/7-11-2019/with_fake_noise,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,finished,c9b66bff5a55f02e3b1ab2f75c5cff78d81896aa,"05:12PM 08/11/19, epoch 2, step 148500","step 145000, epoch 2",
51,arc/there_and_back/7-11-2019/with_fake_noise,cycle_noise_sd=None,"11:12AM November 08, 2019",ThereAndBackCycleGan,Random noise added to fakes before they are cycled,/data/engs-a2i/kebl4674/experiments/there_and_back/7-11-2019/with_fake_noise,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,finished,5d10ef487e86df4f85c8e6f3fee81d138d5eb1e7,"10:24AM 09/11/19, epoch 2, step 148500","step 145000, epoch 2",
52,arc/there_and_back/7-11-2019/with_noie_input,cat_noise_b=True__cat_noise_a=True,"09:45AM November 08, 2019",ThereAndBackCycleGan,Gerneration with noise,/data/engs-a2i/kebl4674/experiments/there_and_back/7-11-2019/with_noie_input,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,error,5d10ef487e86df4f85c8e6f3fee81d138d5eb1e7,"08:25AM 09/11/19, epoch 2, step 148500","step 145000, epoch 2",
53,arc/there_and_back/7-11-2019/with_noie_input,cat_noise_b=True__cat_noise_a=False,"09:45AM November 08, 2019",ThereAndBackCycleGan,Gerneration with noise,/data/engs-a2i/kebl4674/experiments/there_and_back/7-11-2019/with_noie_input,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,error,5d10ef487e86df4f85c8e6f3fee81d138d5eb1e7,"08:04AM 09/11/19, epoch 2, step 148500","step 145000, epoch 2",
54,arc/there_and_back/7-11-2019/with_noie_input,cat_noise_b=False__cat_noise_a=True,"10:10AM November 08, 2019",ThereAndBackCycleGan,Gerneration with noise,/data/engs-a2i/kebl4674/experiments/there_and_back/7-11-2019/with_noie_input,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,error,5d10ef487e86df4f85c8e6f3fee81d138d5eb1e7,"08:47AM 09/11/19, epoch 2, step 148500","step 145000, epoch 2",
55,arc/there_and_back/7-11-2019/with_noie_input,cat_noise_b=False__cat_noise_a=False,"10:11AM November 08, 2019",ThereAndBackCycleGan,Gerneration with noise,/data/engs-a2i/kebl4674/experiments/there_and_back/7-11-2019/with_noie_input,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,finished,5d10ef487e86df4f85c8e6f3fee81d138d5eb1e7,"08:22AM 09/11/19, epoch 2, step 148500","step 145000, epoch 2",
56,arc/there_and_back/8-11-2019/resolutio,"resolution=[0.0157, 0.3504]","05:43PM November 08, 2019",ThereAndBackCycleGan,Resolution varied for each run,/data/engs-a2i/kebl4674/experiments/there_and_back/8-11-2019/resolutio,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,registered,5d10ef487e86df4f85c8e6f3fee81d138d5eb1e7,,,
57,arc/there_and_back/8-11-2019/resolutio,"resolution=[0.0157, 0.7008]","05:44PM November 08, 2019",ThereAndBackCycleGan,Resolution varied for each run,/data/engs-a2i/kebl4674/experiments/there_and_back/8-11-2019/resolutio,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,registered,5d10ef487e86df4f85c8e6f3fee81d138d5eb1e7,,,
58,arc/there_and_back/8-11-2019/resolutio,"resolution=[0.0157, 0.1752]","05:44PM November 08, 2019",ThereAndBackCycleGan,Resolution varied for each run,/data/engs-a2i/kebl4674/experiments/there_and_back/8-11-2019/resolutio,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,registered,5d10ef487e86df4f85c8e6f3fee81d138d5eb1e7,,,
59,arc/there_and_back/8-11-2019/with_alinment_loss_a,w_cycle_a=1.0__w_cycle_b=1.0__w_align_a=10.0__w_align_b=10.0,"05:39PM November 08, 2019",ThereAndBackCycleGan,Added in alignement loss on xa,/data/engs-a2i/kebl4674/experiments/there_and_back/8-11-2019/with_alinment_loss_a,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,running,5d10ef487e86df4f85c8e6f3fee81d138d5eb1e7,"05:37PM 09/11/19, epoch 2, step 106600","step 105000, epoch 2",
60,arc/there_and_back/8-11-2019/with_alinment_loss_a,w_cycle_a=10.0__w_cycle_b=10.0__w_align_a=10.0__w_align_b=10.0,"08:33AM November 09, 2019",ThereAndBackCycleGan,Added in alignement loss on xa,/data/engs-a2i/kebl4674/experiments/there_and_back/8-11-2019/with_alinment_loss_a,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,error,5d10ef487e86df4f85c8e6f3fee81d138d5eb1e7,"03:18PM 09/11/19, epoch 0, step 29900",step 30000,
61,arc/there_and_back/8-11-2019/with_alinment_loss_a,w_cycle_a=10.0__w_cycle_b=10.0__w_align_a=100.0__w_align_b=100.0,"05:39PM November 08, 2019",ThereAndBackCycleGan,Added in alignement loss on xa,/data/engs-a2i/kebl4674/experiments/there_and_back/8-11-2019/with_alinment_loss_a,0x848f69fd4f1c,arcus-htc-login02.arcus-htc.arc.local,kebl4674,/home/kebl4674,running,5d10ef487e86df4f85c8e6f3fee81d138d5eb1e7,"05:37PM 09/11/19, epoch 2, step 105500","step 105000, epoch 2",
